Id,sampling_rate,gender,ethnicity,mean_pitch,max_pitch,min_pitch,jitter,shimmer,energy,zcr_mean,spectral_centroid_mean,tempo,hnr,num_words,num_characters,num_pauses,silence_duration,path
10,22050,male,spanish,1409.3546,3999.2578,145.46703,0.0316410466583924,0.1407444086966086,0.0027257410173075,0.1438005324225567,2542.52340181629,[107.66601562],-104.81660516588124,69,281,18,23.04335600907029,audios_evaluation/11.wav
11,22050,female,igbo,700.4155,2643.075,148.55011,0.0237521353096452,0.0980875673804718,0.0010317147034154,0.0677959735576923,2249.208775849474,[99.38401442],-1.640450485463445,4,14,1,1.4885714285714289,audios_evaluation/12.wav
12,22050,male,swedish,1858.1233,3999.4392,145.35178,0.0217613564974901,0.1355426773605169,0.0035405590955006,0.2092589373363874,2951.1292477892225,[107.66601562],-97.88135085213096,69,281,12,18.134784580498867,audios_evaluation/13.wav
13,22050,female,igbo,1697.6172,3956.3281,149.15784,0.0240865668986067,0.0904330678481736,0.0015145296891615,0.0858309659090909,2323.8367827615475,[198.76802885],-63.03355024217101,3,13,1,1.2727891156462583,audios_evaluation/14.wav
14,22050,female,thai,1446.9703,3998.968,145.58075,0.0221805661919385,0.0912846429250991,0.0012180840569343,0.1168807507208276,2491.3323844952124,[135.99917763],-118.05219078528393,69,281,34,25.565170068027207,audios_evaluation/15.wav
15,22050,male,spanish,1877.064,3999.7415,145.80287,0.0258167156031193,0.1199549087766253,0.0016992904567869,0.1679581246909001,2703.5058786152863,[129.19921875],-113.60621419841227,69,281,17,19.644081632653062,audios_evaluation/16.wav
16,22050,female,swedish,1492.3733,3999.725,145.34923,0.0281671936835973,0.0924938935358299,0.0092670006294405,0.1222359367363147,1778.6743438038593,[234.90767045],-76.19668636506479,69,281,1,23.7518820861678,audios_evaluation/17.wav
17,22050,female,ukrainian,1346.3811,3997.6443,145.3787,0.0277059651536534,0.1052070502103027,0.002123569653627,0.1181902017532119,2298.3121973238567,[95.703125],-116.8299492870246,69,281,14,20.31746031746032,audios_evaluation/18.wav
18,22050,female,vietnamese,1392.2776,3998.4456,145.34973,0.0194772527358365,0.1007961057490655,0.0047634488786274,0.1808761935763889,2544.6874945104864,[123.046875],-100.69382085764856,69,281,25,17.11310657596372,audios_evaluation/19.wav
19,22050,female,yakut,1482.8053,3999.7302,145.5485,0.0181650103246375,0.0908017136746659,0.0025085478763895,0.1163202194940476,2410.987288748167,[151.99908088],-101.5871722217328,69,281,12,16.579047619047618,audios_evaluation/20.wav
20,22050,male,spanish,1598.835,3999.6267,145.51826,0.024688938213743,0.1213294753058713,0.0026329233723482,0.1705131370768424,2873.718334036784,[86.1328125],-116.80001349574928,69,281,31,25.70448979591837,audios_evaluation/21.wav
21,22050,female,spanish,1100.6768,3998.7095,145.54976,0.022862879582807,0.0910772319436581,0.0119948648100452,0.1251702846208434,2255.3630128799923,[172.265625],-74.5720893093079,69,281,17,24.636371882086166,audios_evaluation/22.wav
22,22050,female,sinhala,1409.1815,3999.6667,145.3631,0.0279504021602611,0.0977951741403923,0.0192868445740948,0.1023982379666011,1678.4637359871929,[95.703125],-101.32540379436593,69,281,51,36.91972789115646,audios_evaluation/23.wav
23,22050,female,spanish,1239.2799,3995.9133,145.4417,0.0257198491452526,0.0926260098643891,0.0096211532635758,0.0941191652045014,2068.382240458911,[117.45383523],-89.40636343379275,69,281,22,19.22612244897959,audios_evaluation/24.wav
24,22050,male,spanish,1562.6927,3999.543,145.69923,0.0386068455247321,0.1659088083292327,0.0033894709541509,0.09466306908084,2126.7565868707206,[107.66601562],-102.8664814510251,69,281,10,19.702630385487527,audios_evaluation/25.wav
25,22050,male,spanish,831.72107,3998.1016,145.37355,0.0187478047340484,0.1360672318957635,0.0059425806022929,0.0800097131686436,1514.9682142168683,[86.1328125],-126.75097889020502,69,281,54,27.16734693877551,audios_evaluation/26.wav
26,22050,male,igbo,743.32965,3916.6533,145.86739,0.0425674446077173,0.2166916564154048,0.0061892054699085,0.0433170094209558,1203.367487876451,[92.28515625],-33.92195535156645,0,0,1,2.786394557823129,audios_evaluation/27.wav
27,22050,female,igbo,1298.384,3998.9465,150.36482,0.0295653337554303,0.1510805692936586,0.0004131482400599,0.0742322198275862,3266.4108993472123,[184.5703125],1.107570536717823,4,19,1,3.353015873015873,audios_evaluation/28.wav
28,22050,female,spanish,1485.7017,3998.722,145.42342,0.027122683093517,0.1315746664352076,0.0061613073793412,0.1741209215167548,2915.9497648094875,[129.19921875],-94.3078758510702,69,281,18,20.99083900226757,audios_evaluation/29.wav
29,22050,female,spanish,1720.5541,3999.7808,145.658,0.0199549167114282,0.0976225206400505,0.0042773812008932,0.1229699205743618,1935.734137110732,[143.5546875],-102.07214558020138,69,281,25,16.393287981859412,audios_evaluation/30.wav
30,22050,male,igbo,603.6319,3895.7278,145.41182,0.0361721714352517,0.1867648800832268,0.0080927342784648,0.0462774232376453,1324.3986379241005,[135.99917763],-22.70273185371162,12,44,1,7.616145124716553,audios_evaluation/31.wav
31,22050,male,turkish,918.7067,3998.475,145.36661,0.0224237056396797,0.1162572282262686,0.0037146931462003,0.1169168454061685,1672.9751425466056,[123.046875],-112.62630023329696,69,281,46,19.34222222222222,audios_evaluation/32.wav
32,22050,male,igbo,949.5806,3907.821,145.72868,0.0280908913980784,0.1673237365635009,0.0003570827710277,0.0574496749543795,1371.0468885394312,[99.38401442],-128.23314130704173,0,0,1,2.507755102040816,audios_evaluation/33.wav
33,22050,female,igbo,1152.361,3994.131,147.28722,0.0110321288464718,0.0624258225653628,0.0079333462860514,0.0526398689516129,1921.286648277887,[95.703125],0.8863046879471397,4,14,1,1.4093877551020408,audios_evaluation/34.wav
34,22050,male,spanish,1591.1434,3999.6538,145.41518,0.0135982573927042,0.0835508392923871,0.0015310012096451,0.19315185546875,3029.449982620445,[123.046875],-115.93713133477674,69,281,50,27.747845804988657,audios_evaluation/35.wav
35,22050,male,igbo,586.74963,3982.9597,156.32469,0.0237082194223889,0.0760119544134444,0.0028880783363854,0.0457682291666666,1548.359142833246,[184.5703125],-54.71353681752575,5,19,1,1.3226757369614512,audios_evaluation/36.wav
36,22050,male,igbo,656.01,3455.6252,145.4165,0.0225565684151135,0.1393532171322272,0.0018087593999329,0.0544387529481132,2215.507615737444,[161.49902344],-95.21954645451652,0,0,1,1.9504761904761905,audios_evaluation/37.wav
37,22050,male,spanish,916.3602,3999.6335,145.4221,0.018690761686245,0.0987191139903531,0.006234849959241,0.0800674149426719,1455.3725839509725,[99.38401442],-97.80525892291888,69,281,17,18.55274376417233,audios_evaluation/38.wav
38,22050,female,igbo,600.034,2810.3894,145.45255,0.0256855674612206,0.1580370278845438,0.0005540165113879,0.0439934529049295,2078.7052212722792,[71.77734375],-23.66438379234793,0,0,1,1.640907029478458,audios_evaluation/39.wav
39,22050,male,igbo,751.69635,3958.4758,146.03348,0.0165881911787301,0.1266978775046206,0.0023784066363115,0.0340785435267857,1160.5179271130637,[92.28515625],-92.75586930927064,0,0,2,2.972154195011338,audios_evaluation/40.wav
40,22050,male,igbo,591.33923,1861.1831,148.3442,0.0166162767755524,0.1175361763870124,0.0033914234393507,0.0867323764534883,2493.930474985455,[123.046875],-94.964690289756,4,16,1,1.9736961451247168,audios_evaluation/41.wav
41,22050,male,igbo,987.25256,3275.6084,145.48116,0.0217158811533181,0.1095633125456241,0.0008906181619247,0.0394959181882022,1820.916671394653,[99.38401442],-149.14378840981013,5,20,5,2.414875283446712,audios_evaluation/42.wav
42,22050,female,spanish,1154.7188,3999.073,145.45845,0.0186303327203987,0.0725239630855507,0.0073153768984038,0.1217925021638776,2079.856581102016,[151.99908088],-111.14107192710296,69,281,40,24.938231292517003,audios_evaluation/43.wav
43,22050,male,turkish,2190.227,3999.7856,145.356,0.0198891022922562,0.138879134920126,0.0085044538098524,0.268061367700516,3283.491283998807,[129.19921875],-79.58486368868708,69,281,19,20.433560090702947,audios_evaluation/44.wav
44,22050,male,vietnamese,1256.5145,3999.7375,145.39467,0.0229997982039615,0.1122745434292487,0.0067374568683316,0.1049692796188733,1701.1838998700937,[161.49902344],-110.40780053481195,69,281,42,24.543492063492064,audios_evaluation/45.wav
45,22050,male,turkish,1622.2253,3999.3289,145.45108,0.0201781456159067,0.1022873120957941,0.0120724602049477,0.1937420917301263,2873.8490278607874,[143.5546875],-91.42434058827546,69,281,39,22.453696145124724,audios_evaluation/46.wav
46,22050,female,vietnamese,1673.8025,3999.5005,145.5547,0.0160029650310506,0.0971761370743461,0.0026953193870203,0.148241184182363,2212.160450147866,[135.99917763],-112.58554993801891,69,281,37,27.65496598639455,audios_evaluation/47.wav
47,22050,female,tamil,1486.9877,3999.7676,145.38416,0.0198956663851064,0.0803480061877797,0.0092146560232905,0.1513383365040286,2439.136683005353,[95.703125],-77.52053503055208,69,281,29,21.408798185941045,audios_evaluation/48.wav
48,22050,male,igbo,650.7666,3043.0596,146.37868,0.0223009678764241,0.0854568017405666,0.0013740011354115,0.0672970333614864,2200.333535780364,[143.5546875],-42.30875743773959,5,22,1,1.679954648526077,audios_evaluation/49.wav
49,22050,male,swedish,1931.98,3999.6018,145.3669,0.0282138076297642,0.1203332517392953,0.0014919004640223,0.2558578597750194,3550.889718786586,[135.99917763],-118.55076435723714,69,281,10,20.224580498866214,audios_evaluation/50.wav
50,22050,male,serbian,1604.8309,3999.6113,145.5604,0.0177341153606835,0.119257032673843,0.0030821977906228,0.1300936709817502,2028.858038030884,[123.046875],-94.90804886071706,69,281,11,23.475374149659867,audios_evaluation/51.wav
51,22050,female,ikom,1127.3075,3969.081,146.46547,0.0209999056216628,0.1105472117230494,0.0007097278979813,0.0683353611680328,2670.990987206671,[123.046875],-81.44430025006173,5,22,1,2.8105215419501133,audios_evaluation/52.wav
52,22050,female,taiwanese,1398.0209,3999.0532,145.36555,0.0181743805917028,0.0610118707231644,0.0118497049993254,0.1311144658670999,2391.615762171092,[103.359375],-105.72442588434927,69,281,56,27.747845804988664,audios_evaluation/53.wav
53,22050,male,annang,1336.4562,3996.9468,146.63641,0.0278009246280686,0.1662239955527829,0.000534464554709,0.0796455249451754,2780.9041221299794,[123.046875],-76.87935290119084,7,22,1,2.6241269841269843,audios_evaluation/54.wav
54,22050,male,igbo,1073.184,3756.7085,147.87305,0.0223531630152222,0.1476663879632303,7.397486259664664e-05,0.0654984085648148,3151.3182401155264,[172.265625],-119.5593782155958,6,22,1,3.1277097505668934,audios_evaluation/55.wav
55,22050,female,vietnamese,773.14984,3995.7058,145.35979,0.0219590624369337,0.0994063589498842,0.0035471270334558,0.08241163518209,1903.0708504118245,[129.19921875],-114.82370649306652,69,281,3,31.83455782312925,audios_evaluation/56.wav
56,22050,male,thai,1123.361,3999.217,145.44073,0.0212653455405924,0.0843597213920663,0.0015901233461387,0.0781950370998784,1698.7868366824405,[112.34714674],-113.26934986601997,69,281,32,19.96916099773242,audios_evaluation/57.wav
57,22050,female,spanish,1506.9845,3999.5164,145.45178,0.0253556652711954,0.1035614715426124,0.0037704262236425,0.197332607763718,3129.0966756634093,[135.99917763],-92.46173266500936,69,281,16,20.038820861678005,audios_evaluation/58.wav
58,22050,male,tagalog,1390.4999,3999.3896,145.83209,0.0227265744445033,0.1097963615520148,0.002147728265864,0.2172562131243139,3350.7005696939714,[129.19921875],-95.01226015098578,69,281,13,17.94902494331066,audios_evaluation/59.wav
59,22050,female,turkish,1290.8384,3994.8997,145.42508,0.0211763830639413,0.0832694917366569,0.0141948911272683,0.0893362125880281,1973.194236668901,[89.10290948],-81.44317363649479,69,281,20,27.88716553287981,audios_evaluation/60.wav
60,22050,male,igbo,801.12976,3865.7285,145.41924,0.0154859249686984,0.0775016292047879,0.0121889396042861,0.0494321842783505,2028.861705682872,[151.99908088],-40.21276762420635,0,0,3,1.9504761904761905,audios_evaluation/61.wav
61,22050,male,igbo,628.2387,2205.6328,145.49799,0.0174653521854462,0.1088187343814569,0.0120676000708492,0.0620528990963855,1633.3266942031098,[184.5703125],-48.8847531138496,5,19,1,1.7033560090702948,audios_evaluation/62.wav
62,22050,male,tagalog,1484.4431,3999.532,145.48506,0.0244845906856327,0.1500037021327059,0.0006033419570385,0.1765141282126168,2696.2417257701177,[123.046875],-123.6722098608906,69,281,17,19.78340136054421,audios_evaluation/63.wav
63,22050,male,igbo,627.4204,3987.9568,145.54611,0.0202871236955679,0.1708181188441072,0.00014080361417,0.0743931361607142,3049.271211628028,[66.25600962],8.320774006016638,3,12,1,1.92843537414966,audios_evaluation/64.wav
64,22050,female,spanish,1408.9617,3997.7568,146.16469,0.014921673654264,0.1092610248298534,0.0031807428093369,0.1284019770060043,2304.3885792735,[95.703125],-110.70038781118606,69,281,18,17.7168253968254,audios_evaluation/65.wav
65,22050,male,turkish,1093.1791,3998.4207,145.39456,0.0257090545469805,0.1465866151763054,0.0249237894226845,0.0922949832940251,1790.1907319567688,[151.99908088],-41.85962762093027,69,281,1,17.96140589569161,audios_evaluation/66.wav
66,22050,female,igbo,960.6533,3915.705,149.03894,0.0108395736043303,0.0720173977454492,0.002062069134111,0.0519177667025862,1806.104720122869,[78.30255682],-17.10781011101777,1,5,1,1.3305668934240362,audios_evaluation/67.wav
67,22050,male,afemai,546.5417,2782.2913,145.43005,0.017256717334769,0.0631659359176692,0.0256948348599531,0.0387746326958955,2379.4940235295835,[215.33203125],-100.1192860167692,4,19,2,1.7182766439909296,audios_evaluation/68.wav
68,22050,male,igbo,652.2113,1714.1829,147.49635,0.0160791894487481,0.0885351682164787,0.0036885568619281,0.0439879402281746,1791.5908436132977,[151.99908088],-93.73865057238032,0,0,5,2.6238548752834467,audios_evaluation/69.wav
69,22050,female,spanish,1951.6276,3999.4893,145.45164,0.0177285919641304,0.071243955470317,0.0463086897264449,0.2333090861095292,3674.10563846087,[135.99917763],-63.67072778421559,69,281,21,25.681269841269845,audios_evaluation/70.wav
70,22050,male,igbo,1445.1453,3940.8362,153.62088,0.0282168475612477,0.1349825605186855,0.0005541263190632,0.069029792906746,2947.969394895955,[123.046875],-98.5705365103604,4,17,1,2.92562358276644,audios_evaluation/71.wav
71,22050,female,igbo,1101.1001,3879.4111,157.95732,0.012250121555315,0.0782813547623453,0.0011492384778527,0.0562617860991379,1907.3029631072889,[143.5546875],-5.4569688539514845,4,14,1,1.335283446712018,audios_evaluation/72.wav
72,22050,male,tamil,1527.0673,3999.7805,145.36029,0.0290737005627274,0.1174583090105741,0.0065623802919176,0.12135011256105,2248.298941101677,[112.34714674],-84.89587676044758,69,281,11,16.764807256235827,audios_evaluation/73.wav
73,22050,male,igbo,1289.8649,3581.8914,146.5782,0.0151398747582255,0.1420482540981057,0.0003670278863492,0.082943775614754,2991.201818741967,[117.45383523],-99.50396171020016,0,0,1,2.8207256235827662,audios_evaluation/74.wav
74,22050,female,ukrainian,1632.6,3998.1323,145.67563,0.0197301544013216,0.134298163687848,0.0010377558753508,0.228877945250249,3601.219811676584,[135.99917763],-144.3642371857608,69,281,15,20.712199546485262,audios_evaluation/75.wav
75,22050,female,yoruba,1153.1415,3999.072,145.35168,0.0198993425979298,0.1095721216033007,0.0024223244080276,0.1059055821322067,1803.6606056571432,[198.76802885],-124.95076145746816,69,281,28,26.14566893424036,audios_evaluation/76.wav
76,22050,female,vlaams,1793.3428,3999.3433,145.95605,0.0153452743122765,0.1264541867049199,0.0021444976874932,0.247391780155642,3337.0863248947994,[117.45383523],-134.09756640650684,69,281,28,20.526439909297054,audios_evaluation/77.wav
77,22050,male,turkish,1813.698,3997.9185,145.52628,0.0245578306433347,0.113839462376321,0.0021856286927021,0.1590596417682926,2966.745332996463,[161.49902344],-120.02307263627496,69,281,19,19.15646258503401,audios_evaluation/78.wav
78,22050,male,igbo,976.31445,3778.2542,147.11299,0.0190647070790678,0.1056770961333025,0.002815681419132,0.075784122242647,2219.526325999006,[172.265625],-46.75467734427088,5,15,1,1.545124716553288,audios_evaluation/79.wav
79,22050,male,spanish,1879.1465,3998.4832,145.3563,0.0248207407121022,0.1166123501199261,0.00441171141226,0.1429515165441176,2849.64942108558,[161.49902344],-100.5332457004752,69,281,10,17.507845804988662,audios_evaluation/80.wav
80,22050,male,igbo,751.093,3971.0005,146.50574,0.0209204796873259,0.0828851883641427,0.0266007246301058,0.0734386224856321,1858.0611942203584,[129.19921875],-44.55660974875785,5,19,1,1.7182766439909296,audios_evaluation/81.wav
81,22050,female,urdu,1257.8729,3998.2307,145.58682,0.0188655673926217,0.102993455088085,0.0039850943556455,0.1399835324754902,2719.117082129096,[107.66601562],-87.24367330985805,69,281,11,20.94439909297052,audios_evaluation/82.wav
82,22050,female,yapese,1185.5566,3999.643,145.38867,0.0224897980479119,0.0784054494863221,0.0201940077198405,0.1366036997054712,2428.1585028013824,[92.28515625],-84.86515423043228,69,281,25,23.777233560090703,audios_evaluation/83.wav
83,22050,male,urdu,1285.1583,3999.298,145.37111,0.0245225946731098,0.1313057897703986,0.0177571690165913,0.0910749690774156,1495.6119206298133,[143.5546875],-62.0620005865514,69,281,11,17.949024943310654,audios_evaluation/84.wav
84,22050,female,igbo,919.47656,3904.5725,149.94135,0.0218879574766097,0.1049376559467122,0.0094335802868891,0.0698898087686567,2162.807523403323,[161.49902344],-59.57860624049634,2,9,1,1.486077097505669,audios_evaluation/85.wav
85,22050,male,somali,1111.962,3998.7578,145.39856,0.0278177304114512,0.1493238322067151,0.0147880356785164,0.1134566896860095,1751.1975234295642,[117.45383523],-80.72898667088236,69,281,18,23.31283446712018,audios_evaluation/86.wav
86,22050,female,igbo,814.23694,2973.6335,150.06624,0.0206946112552303,0.1032088246295211,0.0012673293505927,0.055282738095238,1816.2961926269688,[215.33203125],-49.68947518458951,0,0,1,2.4342403628117912,audios_evaluation/87.wav
87,22050,male,igbo,636.9369,3876.504,145.74365,0.0150165784741854,0.0948064186285762,0.0020417724388939,0.0282652948943661,1077.8110649797768,[129.19921875],2.2017730539069755,0,0,1,1.6324263038548752,audios_evaluation/88.wav
88,22050,male,igbo,858.7921,3978.881,146.82668,0.0201790186144948,0.1071335449838479,0.0046370967917644,0.0821200284090909,2056.380956046475,[143.5546875],-57.50873924622625,5,13,1,1.3852154195011337,audios_evaluation/89.wav
89,22050,female,igbo,707.655,2370.5078,150.32726,0.0154437607606278,0.0770996599284137,0.0126910138868243,0.0528588388480392,2174.40661401976,[99.38401442],-72.5409370280974,4,16,2,1.7647165532879818,audios_evaluation/90.wav
90,22050,female,tagalog,1734.9564,3999.7566,145.44272,0.0169863337487963,0.0781384653595859,0.0035572035381874,0.2133606868003731,3569.744813335219,[151.99908088],-93.93959538201808,69,281,30,21.43201814058957,audios_evaluation/91.wav
91,22050,female,igbo,961.4172,3997.7256,145.83115,0.0150072196217958,0.079822657053471,0.0056794448171473,0.1318196614583333,2793.2691992010577,[123.046875],-35.35070110713105,3,13,1,1.3515192743764173,audios_evaluation/92.wav
92,22050,female,igbo,814.6394,3946.4526,147.89705,0.0141753895214763,0.0734629303380793,0.0015274687036895,0.1259297410102739,2689.306198269784,[107.66601562],2.0286215854178287,2,17,1,1.694875283446712,audios_evaluation/93.wav
93,22050,female,tamil,1343.7758,3998.7031,145.50877,0.0242091529881117,0.12353370769195,0.0038436398676692,0.1445636478080568,2534.038671834629,[107.66601562],-105.51446789795686,69,281,15,19.690521541950115,audios_evaluation/94.wav
94,22050,female,igbo,591.2329,1754.808,147.45213,0.0169304701522212,0.0904971801263311,0.0016721827925965,0.0385577598314606,1512.3585876374218,[112.34714674],-29.83637312774889,0,0,1,2.00249433106576,audios_evaluation/95.wav
95,22050,female,igbo,1549.9761,3998.8704,147.04434,0.0167152548722325,0.0973974914526258,0.0057120481101584,0.0848889802631579,3285.4074370425465,[129.19921875],-22.66772777820295,5,22,1,1.4628571428571429,audios_evaluation/96.wav
96,22050,female,igbo,1235.821,3875.9924,149.78557,0.0146478073644609,0.0710875770515833,0.000947057191825,0.0944721638655462,2774.136832685447,[103.359375],-91.72203394941084,5,22,1,2.716734693877551,audios_evaluation/97.wav
97,22050,male,taishan,1944.3627,3999.6746,145.4948,0.0208086678379854,0.1216707271528089,0.0016532346051399,0.1970839478110374,3073.1606357320143,[95.703125],-118.73358487641718,69,281,32,22.337596371882093,audios_evaluation/98.wav
98,22050,male,tigrigna,1050.3553,3998.9216,145.44312,0.0235661372365674,0.1125917475288247,0.0024517899312739,0.1091507344093784,2265.290874751497,[143.5546875],-134.76649390326546,69,281,32,27.469206349206345,audios_evaluation/99.wav
99,22050,female,xasonga,905.57837,3999.1006,145.38556,0.0297590235888825,0.1670175925884781,0.0049293735168369,0.0777554198182059,1554.9223198428338,[71.77734375],-106.1935077075008,69,281,12,41.80340136054421,audios_evaluation/100.wav
100,22050,male,spanish,1742.0656,3999.5374,145.45264,0.0379714015215306,0.1451275497022661,0.0085607047667839,0.0790203525431485,2019.052844826076,[107.66601562],-102.39978105945454,69,281,3,21.13015873015873,audios_evaluation/101.wav
101,22050,male,spanish,1755.1996,3998.7043,145.58237,0.041501874887623,0.172268887097218,0.002842090326289,0.1720538799579327,2595.8340542226188,[172.265625],-97.68628964959576,69,281,19,20.201360544217685,audios_evaluation/102.wav
102,22050,female,igbo,1001.8386,3995.7568,145.36009,0.0187757000143441,0.0976501924421474,0.0021008178570778,0.0548095703125,1822.5499464201712,[161.49902344],-23.112519367857583,0,0,1,1.935419501133787,audios_evaluation/103.wav
103,22050,male,spanish,1767.1031,3999.7192,145.36609,0.0213019913123832,0.09220476024657,0.0029913581049969,0.1562097364168413,2430.354719453011,[151.99908088],-118.73510709047768,69,281,46,22.96453514739229,audios_evaluation/104.wav
104,22050,male,igbo,419.39615,1151.0122,147.23938,0.0311885987549484,0.1566536541541976,0.0009063641177223,0.058525390625,2486.166936219028,[135.99917763],-113.76429707186588,5,22,1,2.310294784580499,audios_evaluation/105.wav
105,22050,male,urdu,1162.6029,3997.7312,145.6829,0.0387603192303392,0.2232912905500687,0.004872359868769,0.119705815018315,2797.7828049745485,[123.046875],-87.67955576810772,69,281,1,18.55274376417233,audios_evaluation/106.wav
106,22050,male,igbo,682.24164,3910.735,148.00772,0.0175923921214462,0.112696925951234,0.0016638128165136,0.0487432065217391,2159.9998574297056,[198.76802885],-54.13175846413674,0,0,1,2.129886621315193,audios_evaluation/107.wav
107,22050,male,igbo,883.2905,3982.4949,148.84288,0.0266818137330946,0.1271195105246133,0.0011360072786571,0.0681809645432692,1861.1858213926955,[123.046875],-31.72316025584369,3,7,1,1.1989115646258504,audios_evaluation/108.wav
108,22050,female,serbian,1252.8906,3998.8184,145.38918,0.0204319567468923,0.0810367353128926,0.0066495929836679,0.0919848913433908,1994.53359177274,[135.99917763],-121.07408514855528,69,281,70,25.701315192743763,audios_evaluation/109.wav
109,22050,female,igbo,711.0806,3987.8174,157.59293,0.0148140874080998,0.097533996191676,0.0008927829381716,0.0547332763671875,2433.689281409336,[184.5703125],11.19227738816373,4,12,1,1.463764172335601,audios_evaluation/110.wav
110,22050,male,urdu,1189.4795,3998.289,145.59888,0.0230862696326716,0.1131479992978977,0.0200507352306584,0.07937552182729,1440.9051166594818,[117.45383523],-56.46668144278897,69,281,2,18.15800453514739,audios_evaluation/111.wav
111,22050,male,igbo,1698.1454,3819.893,145.46338,0.0128618533720864,0.1043969587171833,0.0006953586000202,0.1097598805147058,2594.713000969188,[112.34714674],-41.69974421628274,6,15,1,1.954240362811792,audios_evaluation/112.wav
112,22050,female,igbo,656.61176,3135.799,149.4124,0.0153094106384334,0.0829444509284332,0.0017373060771985,0.0860202595338983,2393.204435347867,[151.99908088],-7.584593802194617,4,17,1,1.3643990929705216,audios_evaluation/113.wav
113,22050,male,igbo,1098.552,3914.8806,148.4706,0.0200889217046878,0.0843022612887808,0.0015979634337156,0.0487169715447154,1736.6576334187605,[215.33203125],-111.31644097226928,6,22,2,2.229115646258504,audios_evaluation/114.wav
114,22050,male,igbo,487.0727,1496.9789,145.46234,0.0248380517922541,0.1731569596342461,0.0025564432588478,0.0193568638392857,803.5341715498822,[99.38401442],-128.40015585031898,0,0,1,1.923628117913832,audios_evaluation/115.wav
115,22050,male,spanish,1341.4454,3999.673,145.40453,0.0234461195068604,0.0987010175236779,0.0032373206717181,0.1170263457716557,2379.17406142085,[107.66601562],-128.80897826364117,69,281,63,24.450612244897968,audios_evaluation/116.wav
116,22050,male,igbo,876.5677,3996.1526,145.50484,0.0174256782522723,0.1866638896721423,0.0002396741718153,0.0647045173267326,2845.786360939296,[151.99908088],8.302348697362838,3,17,1,2.324126984126984,audios_evaluation/117.wav
117,22050,male,igbo,543.73846,1467.3503,145.37384,0.0198828186141797,0.1057811992579198,0.0047432891933877,0.0292779126213592,1271.1136222023194,[86.1328125],-53.39825056100457,0,0,1,2.17687074829932,audios_evaluation/118.wav
118,22050,female,uyghur,1459.2103,3999.2332,145.449,0.0165178233897456,0.0778754944525017,0.0067951002586503,0.1758679131776588,2851.9464852141755,[89.10290948],-88.28707657999489,69,281,26,24.93823129251701,audios_evaluation/119.wav
119,22050,female,igbo,1145.3888,3937.702,150.5556,0.0223952155513514,0.0859217568225567,0.0012712248149952,0.1002215485074626,2252.991462641079,[83.35433468],-42.35652003481676,4,15,1,1.5556009070294785,audios_evaluation/120.wav
