Id,sampling_rate,age,gender,ethnicity,mean_pitch,max_pitch,min_pitch,jitter,shimmer,energy,zcr_mean,spectral_centroid_mean,tempo,hnr,num_words,num_characters,num_pauses,silence_duration,path
22,22050,23.0,female,urhobo,623.7795,3214.8777,153.99821,0.0191478634481354,0.1065962534876625,0.0013666092186132,0.0609600360576923,2049.3515833619945,[107.66601562],-21.72206334262426,5,17,1,1.8078004535147392,audios_development/23.wav
23,22050,19.0,male,polish,1244.1748,3997.6992,145.3853,0.0175905687068452,0.1080013608643294,0.0022870562980405,0.2124203541239754,3642.680779689784,[99.38401442],-107.35153584403125,69,281,16,19.504761904761903,audios_development/24.wav
24,22050,23.0,female,igbo,901.53925,3842.8015,149.93842,0.0157963092593726,0.0747284937708542,0.0015750182745555,0.0551994077620967,1982.2232828140827,[107.66601562],-37.0314543448426,4,14,1,1.438185941043084,audios_development/25.wav
25,22050,19.0,female,igbo,551.2935,1814.0834,160.97568,0.0147354626370803,0.0635305515628821,0.0022605544083553,0.0388240370639534,1622.939836407057,[103.359375],-1.2948571637602604,3,12,1,0.9979591836734694,audios_development/26.wav
26,22050,20.0,female,german,1159.0879,3997.261,146.01286,0.025574263127142,0.1040421689896687,0.0077830002897171,0.0937753520898234,1853.9685010452329,[99.38401442],-87.46737852852345,69,281,17,19.24934240362812,audios_development/27.wav
27,22050,25.0,male,igbo,642.40686,2703.9536,149.37923,0.0122461749877193,0.0844836540309647,0.0034162271460446,0.0352185837765957,1374.507313520434,[123.046875],4.5289906539438665,1,5,1,1.07718820861678,audios_development/28.wav
28,22050,19.0,male,english,1529.0837,3999.5688,146.05385,0.0216218910110953,0.1077750385110085,0.0062164539990313,0.155198029333242,2555.8368051487773,[107.66601562],-87.65467627130246,69,281,14,17.182766439909297,audios_development/29.wav
29,22050,17.0,male,igbo,676.628,1918.3217,149.79283,0.0155791281788837,0.1070284722558999,0.0032590866936093,0.0302419354838709,1295.5224028246787,[75.99954044],-46.040137267133865,0,0,1,1.4293877551020409,audios_development/30.wav
30,22050,44.0,female,croatian,1429.8867,3998.7551,145.5064,0.0201612603183502,0.1264184783690263,0.0063447500097419,0.1574752732450739,2206.9919194071167,[95.703125],-80.9974490241254,69,281,13,20.34068027210884,audios_development/31.wav
31,22050,20.0,male,igbo,717.9935,2949.6436,149.35197,0.012843319468688,0.0849416893992316,0.0015716361359483,0.0770201602224576,2310.126001467253,[151.99908088],-55.74258338565362,7,21,1,2.7068480725623583,audios_development/32.wav
32,22050,16.0,male,igbo,873.3374,3786.4834,148.02092,0.0120946567904151,0.0850968057112766,0.0017037776848265,0.0518962803171641,1955.4385057884613,[117.45383523],-19.329546096514825,0,0,1,1.543356009070295,audios_development/33.wav
33,22050,18.0,female,igbo,1294.9783,3998.2922,156.45819,0.011590499297033,0.0713618287943068,0.0018631369750237,0.100494384765625,2439.2222819513545,[99.38401442],-16.651219574451357,5,21,1,1.4756009070294784,audios_development/34.wav
34,22050,23.0,male,igbo,537.18616,1580.1475,151.631,0.0199309529543649,0.0888440035586974,0.0077124531923375,0.0378974780701754,1344.3127079841497,[135.99917763],-29.74385607331001,1,5,1,1.3141043083900226,audios_development/35.wav
35,22050,51.0,female,german,1465.3381,3999.7085,145.6018,0.0181220359032769,0.0833658606681246,0.0087407887044107,0.1701775954174901,2733.855837776322,[135.99917763],-64.58280666919286,69,281,9,20.271020408163267,audios_development/36.wav
36,22050,60.0,male,english,1469.1598,3999.4414,145.35683,0.0246786524436208,0.1337668061579766,0.0066824309550528,0.0952115277483022,1487.9457732096048,[86.1328125],-86.34658135764694,69,281,22,21.08371882086168,audios_development/37.wav
37,22050,28.0,male,igbo,827.11163,3959.2292,145.53137,0.0250907597007335,0.0950464226846198,0.0072851445499024,0.0712242464048672,3148.8414099179327,[123.046875],-121.19153751396216,6,19,3,2.8328344671201817,audios_development/38.wav
38,22050,50.0,male,kikuyu,866.99603,3994.2205,145.37776,0.0306536246395995,0.1432700978619212,0.005617938686824,0.1191767358319935,2225.665530936196,[107.66601562],-101.47735751809483,69,281,18,21.501678004535147,audios_development/39.wav
39,22050,15.0,male,igbo,922.522,3995.0735,147.11705,0.0153632988204328,0.1112667223979524,0.0069496282143888,0.05490234375,1753.9710322161925,[69.83741554],-30.893820678039667,3,13,1,1.1410430839002268,audios_development/40.wav
40,22050,43.0,female,icelandic,1108.5945,3999.5405,145.40561,0.0219741667213596,0.1316360712547956,0.0069654074290627,0.112604096179872,1843.3324243025704,[92.28515625],-83.6157344346284,69,281,1,23.57963718820862,audios_development/41.wav
41,22050,40.0,female,bengali,1482.1693,3999.622,146.29286,0.0186222215524212,0.0915294698817119,0.0066681515004563,0.1297378136367394,2068.5819011407875,[135.99917763],-110.7773594280926,69,281,34,23.21995464852608,audios_development/42.wav
42,22050,25.0,male,dutch,1570.5552,3999.7097,145.45085,0.0222597129642926,0.0977798346797887,0.0023564663626717,0.0977280089029146,2186.066313101848,[112.34714674],-116.37433760090572,69,281,26,21.91963718820862,audios_development/43.wav
43,22050,74.0,female,maltese,1300.9368,3999.4468,145.35878,0.0185253142487019,0.1304273220837795,0.0031074021517018,0.0939887452520718,2155.912315078356,[135.99917763],-121.99201458870192,69,281,7,41.47083900226757,audios_development/44.wav
44,22050,38.0,male,dutch,1555.2375,3999.0974,145.80014,0.0329024504273131,0.1422172567139559,0.0052152379180441,0.0875093555200131,2009.240903669036,[112.34714674],-108.33672788890614,69,281,1,34.43519274376417,audios_development/45.wav
45,22050,19.0,male,english,1730.9727,3998.5432,145.64188,0.0264061178986856,0.0988379156142846,0.0034122185932495,0.1840879980269857,2770.943705610836,[129.19921875],-88.89787956488168,69,281,7,17.856145124716555,audios_development/46.wav
46,22050,18.0,male,igbo,383.89377,3888.1892,146.68643,0.0177710687759235,0.0786452561978883,0.0017924607090459,0.0616420852803738,2018.182473214849,[184.5703125],-44.22468072034235,5,21,1,2.443673469387756,audios_development/47.wav
47,22050,30.0,female,english,1420.0975,3998.095,145.77345,0.0234646494175225,0.0907260611821506,0.0120136295080274,0.1018932191285793,2033.0548729036257,[135.99917763],-93.3293517416053,69,281,20,15.882448979591835,audios_development/48.wav
48,22050,46.0,female,finnish,1695.9535,3999.4758,145.8759,0.016658203359868,0.0724665641063269,0.0050660220397011,0.1744700228230337,2630.561099416688,[107.66601562],-101.49382055227656,69,281,24,19.272562358276648,audios_development/49.wav
49,22050,27.0,female,armenian,1786.5736,3999.7292,145.35492,0.0159481717182762,0.0870286637436251,0.0033666639056698,0.1565624055701047,2169.595511969147,[107.66601562],-112.65382692212836,69,281,38,20.921179138321992,audios_development/50.wav
50,22050,31.0,male,hindi,2303.4895,3999.7788,145.86234,0.0168699039098162,0.1373561069555341,0.0017878809089809,0.2836189163165266,3604.774495174379,[107.66601562],-129.2505754455414,69,281,11,18.08984126984128,audios_development/51.wav
51,22050,19.0,female,english,1647.4116,3999.6504,146.20825,0.0233788522538848,0.0963031880448649,0.0047844829835948,0.1260090218423551,2095.498265375469,[151.99908088],-113.06042521617552,69,281,34,16.416507936507937,audios_development/52.wav
52,22050,21.0,male,bosnian,1171.4183,3995.6335,145.36899,0.025242120233626,0.0872931892416443,0.0197118097938602,0.0910223746445756,1911.426614021888,[135.99917763],-82.27124261978042,69,281,24,20.921179138322,audios_development/53.wav
53,22050,22.0,male,arabic,1514.9379,3999.4207,145.43517,0.0160651014512945,0.0963073186741222,0.0041906239800267,0.178421353970422,2865.54562942684,[123.046875],-105.66157318470606,69,281,29,22.38403628117914,audios_development/54.wav
54,22050,59.0,male,english,1685.624,3999.6926,145.39609,0.0281502913602975,0.1117844410902277,0.0067854687374879,0.167375208119877,2782.757856903302,[117.45383523],-93.34171917283048,69,281,14,20.52643990929705,audios_development/55.wav
55,22050,42.0,male,english,2206.0771,3999.752,145.57564,0.0451895223907894,0.1575543088135391,0.0019006949397511,0.1695859074133504,3049.5449734399194,[117.45383523],-113.8308822166744,69,281,12,16.439727891156462,audios_development/56.wav
56,22050,17.0,male,igbo,565.706,1880.7633,148.42062,0.0179552467125689,0.0937160130992225,0.0236077285420908,0.0369673295454545,1296.2767858236452,[123.046875],-10.020320821705836,2,12,1,1.251927437641723,audios_development/57.wav
57,22050,20.0,male,igbo,966.8275,3974.4827,151.50339,0.0122366234857153,0.0912661998450215,0.0023199727834788,0.0607175364077669,1876.1643788499828,[107.66601562],-47.09332000788452,0,0,1,2.386757369614513,audios_development/58.wav
58,22050,36.0,male,portuguese,2164.06,3999.4575,145.55745,0.0228481481879958,0.1487373037579729,0.0016168890707333,0.1177350581918724,2065.327183769815,[112.34714674],-112.0802499881421,69,281,16,18.97070294784581,audios_development/59.wav
59,22050,20.0,male,finnish,1544.7037,3999.6738,145.55182,0.0503711144995965,0.2106894869215959,0.0055408285058815,0.0801489314457656,2203.467476450568,[129.19921875],-66.80440336032001,69,281,1,20.0,audios_development/60.wav
60,22050,17.0,female,igbo,1101.4673,3982.9163,146.1521,0.0129767795854869,0.0521814961986254,0.0004152574747279,0.040008544921875,1527.215273134752,[129.19921875],3.876343857717644,0,0,1,1.0932426303854876,audios_development/61.wav
61,22050,46.0,female,english,2387.1416,3999.28,145.62256,0.0135701813632069,0.1188902999146116,0.002007142043869,0.2537453109104781,3468.3811065297023,[143.5546875],-113.52054378202544,69,281,19,19.8530612244898,audios_development/62.wav
62,22050,32.0,male,miskito,1593.3103,3999.7715,145.65244,0.0210280624214045,0.1398397915374343,0.0021178603262849,0.2047073656218529,3266.3767495792968,[89.10290948],-108.55516508637838,69,281,19,18.71528344671202,audios_development/63.wav
63,22050,21.0,male,igbo,1238.2277,3972.9792,149.10522,0.009608935493834,0.0644325692614904,0.0014671058056833,0.1454389523237179,3027.576382427402,[172.265625],-39.75712465642616,5,22,1,1.787936507936508,audios_development/64.wav
64,22050,20.0,male,english,1356.6351,3999.331,145.41481,0.0268212157269778,0.1247701177409365,0.00208447864413,0.0666378263748738,1708.1987594122977,[92.28515625],-122.10817963586656,69,281,13,21.94285714285714,audios_development/65.wav
65,22050,19.0,male,igbo,788.69745,3992.3596,145.96332,0.0196469525093626,0.0762485908230832,0.0031610455185264,0.0441522113347457,1319.9502282074652,[78.30255682],-41.322457444066806,1,10,1,1.32140589569161,audios_development/66.wav
66,22050,42.0,female,azerbaijani,1815.4728,3999.6255,145.38145,0.0224096796957356,0.0804584332195027,0.0051758083189537,0.1585944573524712,2222.0189883967405,[117.45383523],-116.16334934700444,69,281,62,33.62249433106575,audios_development/67.wav
67,22050,19.0,female,hindi,1078.8483,3999.1807,145.58948,0.0249688919256943,0.1057159944270896,0.0069348010726897,0.0892742609573623,1498.781559120464,[135.99917763],-104.16322290868132,69,281,16,18.01868480725624,audios_development/68.wav
68,22050,22.0,male,kiswahili,485.23636,3982.0393,148.59816,0.0278201962644889,0.1926802329411173,0.010214024621055,0.0784786543942205,2108.8869312301767,[117.45383523],-68.88692737368513,69,281,1,21.88018140589569,audios_development/69.wav
69,22050,21.0,female,igbo,1003.4784,3934.7957,145.79317,0.0154675721858287,0.0820824199697251,0.0043554232777315,0.0588443153782894,1942.671203847028,[151.99908088],-53.36443871427398,0,0,1,1.7012244897959183,audios_development/70.wav
70,22050,17.0,female,igbo,1218.9819,3990.056,146.21584,0.0147927097411184,0.0573785019841939,0.0009498357996756,0.1294973273026315,2414.043920635304,[135.99917763],-17.889919220217163,3,13,1,1.303718820861678,audios_development/71.wav
71,22050,21.0,female,english,1669.709,3998.5708,145.56439,0.0235770881048088,0.1193650652131745,0.0066381910547464,0.1411183093177917,2331.7481097779723,[135.99917763],-83.52571174363047,69,281,10,16.393287981859412,audios_development/72.wav
72,22050,33.0,male,hebrew,1477.6741,3999.3853,145.42369,0.0228497333105303,0.0911168683370613,0.0109934191343879,0.0986820765904017,1905.7248601202912,[143.5546875],-85.38746981077416,69,281,14,20.96761904761905,audios_development/73.wav
73,22050,17.0,male,igbo,1549.4095,3997.489,145.4683,0.0212749272321302,0.0714806685087885,0.019425659113077,0.091236255787037,2278.9948959677563,[103.359375],-36.05282771221976,4,13,1,1.2234467120181405,audios_development/74.wav
74,22050,29.0,female,mongolian,1550.4038,3996.76,145.87341,0.0170994109272723,0.0983880002178702,0.0060010080868191,0.117044982251977,1805.3002966254533,[64.59960938],-94.58619849057806,69,281,32,25.72770975056689,audios_development/75.wav
75,22050,20.0,male,igbo,848.49335,3646.6619,146.74524,0.0282110661256041,0.1218995813805124,0.0006207252653697,0.0945323000672043,2935.210232185053,[198.76802885],-42.17304754026861,4,19,1,2.1411337868480724,audios_development/76.wav
76,22050,19.0,female,igbo,655.793,3997.5366,146.59836,0.0214368384589651,0.082580420623468,0.0008715392556587,0.045904541015625,1960.3761527411327,[151.99908088],-24.400466565125047,6,19,1,1.85687074829932,audios_development/77.wav
77,22050,17.0,male,igbo,641.68506,3862.7297,145.75989,0.020449126882899,0.0933279138878773,0.0013075283252322,0.1377728174603174,2861.867088289924,[112.34714674],-29.56736299553323,4,14,1,1.4583673469387757,audios_development/78.wav
78,22050,40.0,male,russian,1047.3423,3957.8179,145.39462,0.0315057088204874,0.1404107347481646,0.0318930169585564,0.0607329328109575,1378.678892267306,[172.265625],-71.25711778046883,69,281,1,23.5,audios_development/79.wav
79,22050,47.0,female,english,1120.8788,3999.3625,145.42351,0.0192463073142526,0.0872827030769593,0.0039466091429206,0.1794541429715106,2950.6235215415545,[172.265625],-86.16868213176049,69,281,15,20.22458049886621,audios_development/80.wav
80,22050,28.0,female,malay,1771.3887,3999.137,145.60583,0.0242759011922552,0.1010245740696543,0.0040586227141792,0.1447368421052631,3046.1895683374214,[129.19921875],-86.5784900122002,69,281,16,18.7849433106576,audios_development/81.wav
81,22050,84.0,female,english,948.5982,3992.7915,145.39172,0.02166375577707,0.0993182107396291,0.0050231264085806,0.0732630029579118,1391.2913638176612,[172.265625],-105.33043571636286,69,281,37,22.569795918367344,audios_development/82.wav
82,22050,26.0,male,arabic,1173.1023,3999.6282,145.85023,0.0265019555014575,0.1733121324541216,0.0112622631669609,0.0876925950081409,1507.697988637064,[117.45383523],-69.4891954987988,69,281,19,31.672018140589564,audios_development/83.wav
83,22050,39.0,female,english,1789.4578,3999.1504,145.67331,0.0233715067082895,0.0885952984943452,0.0050508196349126,0.1495958977957283,2818.189014079799,[103.359375],-77.96690651665824,69,281,13,18.622403628117915,audios_development/84.wav
84,22050,18.0,female,igbo,1157.9402,3993.9778,147.96036,0.0162264310467633,0.1073193050538945,0.0021334940679466,0.0960398706896551,2719.7642002345183,[112.34714674],-45.43262609488826,4,17,1,1.3253968253968254,audios_development/85.wav
85,22050,22.0,male,dutch,1558.6945,3999.462,145.3772,0.0229971933905984,0.1020282789051338,0.0040577590999914,0.1271572297025723,2406.424902320909,[123.046875],-92.75338575593338,69,281,12,19.063582766439904,audios_development/86.wav
86,22050,63.0,female,english,1449.5869,3998.249,145.37515,0.0239758531712413,0.091057318802442,0.0054343231131136,0.128070618872549,1903.261709905784,[123.046875],-87.16625468778807,69,281,15,28.676643990929705,audios_development/87.wav
87,22050,21.0,female,french,1388.1577,3999.746,145.79056,0.0200569040455082,0.086582961704543,0.00749675421102,0.1238800161439114,1862.790199145861,[112.34714674],-107.4559263518364,69,281,38,23.800453514739225,audios_development/88.wav
88,22050,43.0,female,portuguese,1171.1813,3998.047,145.37265,0.0184231182438976,0.1084518815622428,0.0043338778359844,0.089324295663037,1540.9935070412494,[135.99917763],-103.92561684061288,69,281,40,27.32988662131519,audios_development/89.wav
89,22050,20.0,female,french,1198.1141,3997.8096,145.39426,0.0212944597258297,0.0753070569503584,0.0082557940218011,0.096938286537648,1893.9480059041189,[123.046875],-106.6782083989644,69,281,45,19.02956916099773,audios_development/90.wav
90,22050,17.0,female,urhobo,1266.8859,3992.976,147.92198,0.0163964741364731,0.0791649328689134,0.0018182001989473,0.0567310474537037,1785.873617079222,[107.66601562],-14.389635826233162,3,15,1,1.2195918367346938,audios_development/91.wav
91,22050,32.0,male,french,1689.3077,3998.6912,145.37306,0.0694745237595192,0.1922718630994765,0.004057508553124,0.0660506691088516,2167.7372227221445,[129.19921875],-114.39456430474053,69,281,1,24.25111111111111,audios_development/92.wav
92,22050,18.0,female,miskito,1284.9717,3999.5464,145.76144,0.0159724861018012,0.0948464336582978,0.0029717735016597,0.183721817105537,3135.621087281881,[135.99917763],-93.93389638976136,69,281,38,22.68589569160998,audios_development/93.wav
93,22050,22.0,female,igbo,572.6482,2093.1682,147.34508,0.0239449389582157,0.0948246780434505,0.0030212978438463,0.0527056525735294,1722.3065532409717,[95.703125],-38.11877848286329,4,17,1,1.1651700680272108,audios_development/94.wav
94,22050,21.0,female,igbo,958.5838,3986.562,145.56604,0.0120491563993178,0.0727152227978481,0.0077524241038199,0.0958960262345679,2526.687001119581,[95.703125],-19.441896540300885,4,21,1,1.811156462585034,audios_development/95.wav
95,22050,30.0,female,bulgarian,1480.6102,3998.935,145.74525,0.0117312333887428,0.1007473486814662,0.001952954457233,0.1952426106141199,3311.8035828974103,[161.49902344],-109.55093505234508,69,281,13,20.805079365079365,audios_development/96.wav
96,22050,17.0,female,igbo,1634.6964,3964.7346,174.76414,0.0167975337495643,0.0741185770996533,0.0006091371471726,0.11759033203125,2794.2794182095727,[89.10290948],-33.06078295322334,5,21,1,1.8445351473922904,audios_development/97.wav
97,22050,72.0,male,gan,1658.6787,3999.7336,145.38786,0.0281197529820692,0.1544977547789814,0.0033317041148904,0.1694192732970671,2857.4660583994832,[172.265625],-140.05031276383826,69,281,48,30.11628117913832,audios_development/98.wav
98,22050,18.0,male,bulgarian,1465.1265,3999.6729,145.48218,0.0224835320288813,0.1181105622664315,0.0064723241343633,0.1313586885460251,2609.903536877438,[92.28515625],-70.2604387726089,69,281,17,25.40263038548753,audios_development/99.wav
99,22050,22.0,male,cantonese,1899.2609,3999.7036,145.6375,0.0371129016569308,0.1344577112060746,0.0041850559635499,0.1685950326007897,2395.150809540414,[95.703125],-103.45097796103832,69,281,23,20.96761904761905,audios_development/100.wav
100,22050,18.0,female,portuguese,969.9579,3999.4133,145.35275,0.0222377527519248,0.0785583582798123,0.0065557825730531,0.0643904418077925,1748.5781915942227,[184.5703125],-129.52847718259966,69,281,55,24.52027210884354,audios_development/101.wav
101,22050,21.0,male,english,1159.2263,3999.6592,145.36734,0.0332685454287042,0.1506206941839927,0.0024766232003484,0.0860436775017313,2169.7188968450896,[151.99908088],-116.45025044149747,69,281,1,16.741587301587302,audios_development/102.wav
102,22050,45.0,male,english,1082.337,3999.743,145.39888,0.0251210742451876,0.109631927355046,0.0148995368780041,0.111335216221473,1821.0079523437269,[123.046875],-72.83962814740319,69,281,16,20.36390022675737,audios_development/103.wav
103,22050,20.0,male,igbo,1092.7233,3943.7979,146.96034,0.0224780878552722,0.1252000387666224,0.0026537137901298,0.0755900930851063,2235.5975221250087,[135.99917763],-31.444246313247326,3,12,1,1.0800907029478457,audios_development/104.wav
104,22050,21.0,male,bulgarian,851.3102,3999.3997,145.50012,0.0264482260799444,0.0954094794282646,0.0091413058846355,0.1138868168969849,2039.243061600171,[112.34714674],-95.77889965241178,69,281,17,18.041904761904764,audios_development/105.wav
105,22050,33.0,female,punjabi,1455.6204,3999.6985,146.41396,0.0155801374392472,0.0926781232106124,0.0037777065943331,0.1499538502109704,2781.6477112033926,[184.5703125],-87.70319968103286,69,281,32,22.871655328798184,audios_development/106.wav
106,22050,18.0,female,igbo,580.0102,3253.9233,148.83145,0.0203171279983681,0.0830566561970202,0.0047609658012588,0.0599437040441176,1981.0663942092124,[86.1328125],-40.32611975339512,0,0,1,1.5550566893424036,audios_development/107.wav
107,22050,56.0,male,arabic,1395.3596,3999.6577,145.39731,0.0253765595680766,0.1163114800007837,0.0036555603911543,0.1062595697096836,1755.7525528199874,[107.66601562],-115.59365151233489,69,281,33,21.664217687074835,audios_development/108.wav
108,22050,26.0,male,nigerian,1017.40656,3997.3923,145.46455,0.022506373931634,0.1353709199137617,0.0129094678974088,0.0845422037277448,1729.141213107097,[103.359375],-61.92824862725465,69,281,11,22.356643990929708,audios_development/109.wav
109,22050,32.0,female,mandarin,1333.0792,3996.4946,145.45676,0.0158540419917088,0.0793719082704711,0.0021028099955708,0.1395587531887755,2577.027203476565,[112.34714674],-115.55648997169656,69,281,48,30.1859410430839,audios_development/110.wav
110,22050,17.0,female,igbo,1087.8065,3997.201,146.37625,0.0128040405336482,0.1256471269463477,0.0013212990731621,0.04615478515625,2074.356085250731,[89.10290948],-98.65171901273042,4,14,1,1.8293877551020408,audios_development/111.wav
111,22050,32.0,male,oriya,1679.3531,3999.4182,145.41055,0.0214691170547833,0.1298042182226737,0.0030197812874867,0.196364488058943,3207.8687140048805,[95.703125],-99.08299103349717,69,281,18,21.96607709750567,audios_development/112.wav
112,22050,19.0,male,english,1317.7554,3998.4036,145.36426,0.0214855803914591,0.1401144850747729,0.0033532260623553,0.1585493937577351,2481.113533588528,[123.046875],-90.90285219647323,69,281,9,16.068208616780044,audios_development/113.wav
113,22050,24.0,male,igbo,862.7731,3840.456,145.6132,0.0172535600047417,0.091609386588377,0.0042410242198156,0.041835568985849,1376.1605556384195,[103.359375],-6.985934711087742,4,12,1,1.2028571428571428,audios_development/114.wav
114,22050,18.0,male,igbo,720.99475,3748.0881,146.85614,0.0227710276538277,0.097226910865336,0.0027884436158077,0.0860964752906976,2069.7927689935864,[117.45383523],-12.512828727785696,2,8,1,0.981814058956916,audios_development/115.wav
115,22050,18.0,female,igala,872.855,3997.6975,146.94511,0.0137144819201585,0.088003376318506,0.0007399824703395,0.1038970947265625,2636.3724505146524,[215.33203125],-72.40778457587507,4,15,1,2.222902494331066,audios_development/116.wav
116,22050,21.0,male,japanese,1679.3362,3999.7214,145.44408,0.0229025227612031,0.1270984703731936,0.015144091987296,0.1354528356481481,2282.075587075195,[135.99917763],-93.58477653679569,69,281,13,17.368526077097503,audios_development/117.wav
117,22050,38.0,female,ga,1457.1467,3998.5437,145.46027,0.0287751499770539,0.1023291119057222,0.0048126320774786,0.1021096278946713,2049.989906141784,[99.38401442],-111.0436723398812,69,281,24,18.622947845804987,audios_development/118.wav
118,22050,22.0,female,igbo,894.8871,3981.3938,145.83553,0.0197563732097332,0.1060041556588071,0.0011986698044813,0.062058540239726,2112.02663357027,[151.99908088],-23.00545294206678,0,0,1,1.6904308390022675,audios_development/119.wav
